,id,year_of_birth,height,weight,running_years,time_1km_id,time_5km_id,time_10km_id,time_21km_id,time_42km_id,training_amount,km_amount,speed_training_amount,minute_per_km_speed_training_id,threshold_training_amount,minute_per_km_threshold_training_id,interval_training_amount,minute_per_km_interval_training_id,run_up_training_amount,minute_per_km_run_up_training_id,runway_amount,km_per_runway,minute_per_km_runway_id,other_trainings,other_trainings_amount,other_trainings_time,wellness,wellness_amount,detraining_amount,detraining_days,warmup_id,warmup_time
1670,1671,1983,184,99,6,4,14,6,8,7,4,48,5,5,10,7,4,6,4,6,2,23,7,0,0,0,0,0,5,6,2,15
1671,1672,1980,189,89,11,5,9,12,8,6,3,51,3,7,8,6,9,5,3,5,4,18,7,0,0,0,1,9,5,9,2,5
1672,1673,1971,196,77,20,11,4,3,3,5,4,65,5,1,5,3,11,2,7,2,4,37,4,1,1,60,0,0,1,6,1,15
1673,1674,1996,142,67,16,2,1,3,12,4,4,58,10,3,5,1,12,2,7,2,6,27,5,1,8,30,1,12,4,13,1,5
1674,1675,1996,156,75,9,8,13,9,12,12,2,10,3,11,0,13,3,8,0,13,4,12,12,0,0,0,0,0,1,10,2,15
1675,1676,1977,160,95,1,7,12,11,12,14,4,12,0,13,1,8,6,8,0,13,3,20,12,0,0,0,1,8,1,14,2,15
1676,1677,1981,169,66,2,11,6,5,12,14,5,31,6,5,7,6,7,5,6,5,2,27,9,1,7,60,1,11,4,7,2,10
1677,1678,1995,196,72,15,1,3,1,12,14,5,85,8,1,6,2,7,3,10,2,7,32,6,1,4,60,0,0,1,8,2,20
1678,1679,2001,158,71,4,11,9,7,5,8,2,62,4,7,9,7,8,7,3,6,4,19,9,0,0,0,1,10,4,7,1,15
1679,1680,1990,147,79,18,6,9,12,12,14,3,47,6,5,6,5,4,6,7,6,4,24,8,0,0,0,1,13,4,14,1,5
1680,1681,1978,195,50,10,3,1,12,2,3,7,62,8,2,5,2,8,3,9,3,4,38,5,0,0,0,0,0,5,12,2,20
1681,1682,2000,164,96,18,5,6,7,8,6,4,43,6,6,8,5,6,7,7,7,5,17,8,1,9,60,0,0,4,6,2,15
1682,1683,1974,159,105,5,11,10,9,10,13,2,25,1,8,2,8,4,11,3,8,3,22,12,1,9,30,1,11,5,14,3,5
1683,1684,1977,195,69,7,5,9,6,8,14,4,31,7,6,5,5,8,7,7,6,5,18,8,1,2,90,0,0,5,11,1,10
1684,1685,1972,158,92,8,7,12,8,11,11,1,20,2,8,7,11,6,11,4,11,4,14,12,1,6,30,1,1,2,9,4,5
1685,1686,1973,169,60,20,11,3,12,12,4,3,43,5,3,12,2,9,1,6,2,7,27,6,1,4,30,1,7,3,13,1,10
1686,1687,1981,151,97,9,11,7,5,12,14,5,38,3,5,9,7,4,6,7,7,2,28,8,1,3,60,0,0,1,11,1,10
1687,1688,2002,163,72,10,9,12,12,11,12,1,35,5,11,7,11,6,8,0,13,2,22,12,1,7,60,0,0,5,13,3,5
1688,1689,1985,172,56,6,2,2,3,4,5,5,53,7,3,8,2,7,2,9,2,4,24,5,0,0,0,1,13,3,11,2,5
1689,1690,1980,165,76,20,5,7,6,12,7,2,68,7,7,6,6,9,6,4,6,3,17,9,1,4,45,1,8,4,9,2,15
1690,1691,1973,198,68,4,10,11,12,12,12,2,46,3,8,2,8,3,8,4,8,4,14,10,0,0,0,1,11,3,11,2,5
1691,1692,1972,198,61,0,11,13,9,10,11,2,11,4,11,6,8,4,8,0,13,2,17,12,1,2,30,0,0,3,8,2,15
1692,1693,2002,153,66,5,8,13,9,11,14,4,34,1,11,5,8,4,11,0,13,1,20,12,0,0,0,1,1,4,12,4,5
1693,1694,1968,198,56,16,5,9,5,12,8,5,60,3,7,6,5,5,5,3,6,5,21,9,1,1,45,1,9,2,6,2,20
1694,1695,1974,160,64,18,1,14,3,4,14,3,58,5,2,11,3,6,2,6,2,7,40,6,0,0,0,0,0,4,13,1,20
1695,1696,1993,170,61,15,11,1,2,4,4,6,81,6,3,9,1,9,1,10,3,4,40,6,1,10,60,0,0,2,5,1,10
1696,1697,1997,194,76,3,2,3,1,2,5,6,42,10,1,6,1,9,3,6,3,7,34,4,0,0,0,0,0,2,9,1,5
1697,1698,1978,187,103,10,8,14,10,12,10,4,44,2,11,4,8,5,11,4,11,4,19,10,1,7,60,1,4,3,15,2,20
1698,1699,1978,141,63,13,11,7,5,5,7,5,67,4,6,5,7,10,7,3,6,2,26,8,1,9,45,1,11,1,9,1,15
1699,1700,1994,186,76,17,5,14,12,6,6,3,52,5,6,6,6,8,5,3,7,4,20,7,0,0,0,1,8,4,9,1,20
1700,1701,1991,146,67,15,5,14,5,8,7,5,34,5,6,7,5,10,5,5,7,2,28,9,0,0,0,1,9,5,15,2,10
1701,1702,1974,151,60,18,4,7,5,8,8,5,42,3,5,10,5,9,7,5,7,3,27,7,1,10,30,1,15,4,15,1,10
1702,1703,1983,143,108,4,7,11,10,12,12,4,47,0,13,1,11,3,8,1,11,4,18,10,0,0,0,0,0,2,12,2,20
1703,1704,1978,156,53,20,1,2,1,12,14,6,41,7,2,7,3,8,2,10,3,6,35,4,0,0,0,0,0,2,11,2,10
1704,1705,2000,144,91,3,7,10,8,10,11,1,23,3,8,4,11,4,11,3,8,2,16,12,1,5,75,1,7,1,7,2,5
1705,1706,1973,178,96,18,5,14,12,12,8,2,63,4,5,3,7,8,7,3,5,3,29,7,0,0,0,0,0,5,12,2,5
1706,1707,2000,189,69,8,10,13,12,11,14,4,24,3,8,1,11,5,11,2,11,1,22,12,1,1,60,1,14,1,8,4,5
1707,1708,1978,164,77,11,2,14,12,1,5,3,47,9,2,8,1,7,1,8,1,5,37,4,1,10,60,0,0,1,15,1,10
1708,1709,1983,144,71,17,11,14,7,12,6,4,68,7,6,7,5,8,5,3,6,2,29,7,0,0,0,0,0,1,11,2,15
1709,1710,1969,179,94,6,11,7,5,6,8,3,41,5,7,6,5,10,5,7,7,2,28,9,1,10,30,0,0,5,9,3,10
1710,1711,1984,153,74,3,11,2,3,4,2,7,55,9,3,6,2,8,2,6,2,6,29,5,0,0,0,1,3,2,11,2,20
1711,1712,1986,158,59,20,2,14,3,2,2,4,50,6,2,6,3,8,3,5,2,4,20,5,1,6,75,0,0,2,8,1,15
1712,1713,1972,153,97,1,7,10,9,9,14,4,23,1,11,2,11,6,8,5,11,0,15,10,1,4,90,0,0,5,13,4,10
1713,1714,2002,200,76,12,11,14,4,2,14,7,90,10,2,6,1,11,2,10,3,4,27,5,1,2,30,1,9,2,6,1,5
1714,1715,1990,196,76,12,4,7,12,8,6,2,63,6,5,10,5,8,6,4,7,3,16,7,0,0,0,0,0,3,11,3,15
1715,1716,1999,188,109,5,7,10,10,9,13,2,33,3,11,0,13,3,8,4,8,0,14,10,0,0,0,1,7,3,9,4,10
1716,1717,1975,163,77,8,7,11,11,11,12,2,34,2,11,4,11,4,8,2,8,0,21,10,0,0,0,1,4,2,11,4,5
1717,1718,1972,188,63,7,11,11,11,10,10,2,50,1,11,3,11,2,11,1,11,0,19,10,1,4,75,1,4,1,15,4,10
1718,1719,1976,182,74,15,11,14,6,12,9,4,42,3,6,4,6,9,6,4,6,3,23,9,1,2,30,1,8,1,6,2,10
1719,1720,1970,168,78,16,2,3,1,12,5,5,42,10,3,11,1,11,1,7,3,7,40,6,0,0,0,0,0,1,13,1,15
1720,1721,1974,140,73,1,10,12,10,12,14,3,35,4,8,4,11,6,8,5,11,1,12,12,0,0,0,1,3,3,10,4,15
1721,1722,1969,184,61,19,11,1,1,1,1,6,61,10,1,10,3,11,3,7,3,5,29,5,1,3,30,1,5,3,14,1,20
1722,1723,1999,173,61,18,1,4,1,1,4,5,98,9,2,12,1,8,3,9,1,7,36,4,0,0,0,1,8,3,6,1,5
1723,1724,1976,159,72,19,11,3,1,1,3,6,62,8,1,12,1,12,3,6,3,5,29,4,0,0,0,0,0,5,7,1,10
1724,1725,1979,182,76,17,1,1,4,3,5,6,97,8,1,9,2,8,3,5,3,6,33,5,0,0,0,1,2,5,8,2,20
1725,1726,1991,164,86,18,5,9,6,5,9,4,44,4,5,10,7,7,6,4,5,4,23,9,1,1,90,0,0,1,14,2,15
1726,1727,1976,194,67,13,1,1,4,3,4,3,100,6,1,12,1,7,2,5,1,5,27,5,0,0,0,0,0,3,15,2,20
1727,1728,1992,140,73,9,8,14,9,9,13,2,40,5,11,5,8,4,8,0,13,4,16,12,0,0,0,0,0,3,9,2,5
1728,1729,2000,174,89,6,10,13,8,10,10,3,13,3,8,4,11,7,11,3,11,1,21,12,0,0,0,1,9,2,10,4,10
1729,1730,1992,200,94,4,7,12,11,11,12,1,37,2,8,2,11,6,8,3,8,3,17,12,0,0,0,1,5,5,15,4,15
1730,1731,1973,176,79,7,8,13,9,11,13,1,25,5,11,6,11,3,11,3,8,3,17,10,0,0,0,1,7,1,10,2,20
1731,1732,1975,184,109,8,7,10,8,9,12,1,47,1,8,0,13,7,8,2,8,1,10,12,0,0,0,0,0,5,14,4,10
1732,1733,1991,197,96,0,11,7,5,12,14,2,33,5,7,7,6,10,6,7,7,3,25,8,0,0,0,0,0,3,12,2,15
1733,1734,1997,191,79,16,1,14,4,3,3,6,79,8,1,11,2,7,2,8,2,5,33,4,1,5,75,0,0,1,6,2,5
1734,1735,1977,151,90,7,10,10,12,11,13,3,35,1,8,7,8,6,11,0,13,0,25,10,0,0,0,0,0,1,9,2,10
1735,1736,2001,161,66,0,4,8,5,7,9,4,59,4,6,7,7,5,6,6,6,2,26,7,0,0,0,1,9,1,8,1,5
1736,1737,1991,192,69,19,6,7,6,5,7,4,54,6,5,10,6,6,6,6,7,3,28,9,0,0,0,0,0,1,14,3,20
1737,1738,1983,163,68,2,10,10,9,12,11,2,16,3,8,4,11,7,8,1,11,0,22,10,0,0,0,0,0,5,8,4,5
1738,1739,1995,160,92,8,6,6,7,8,7,3,62,5,6,6,6,9,7,6,7,2,28,9,1,2,75,1,10,2,10,3,10
1739,1740,1984,147,70,1,7,13,10,11,13,4,49,5,11,0,13,4,8,1,8,4,15,12,1,10,75,0,0,4,11,3,20
1740,1741,2001,169,89,19,5,6,12,7,9,3,33,5,7,7,6,7,5,6,5,5,17,8,1,10,30,1,15,5,10,1,10
1741,1742,1980,150,88,7,11,14,11,9,13,2,46,4,11,7,8,4,11,4,8,1,10,12,0,0,0,0,0,2,8,3,15
1742,1743,1971,179,70,12,6,14,7,6,7,4,57,3,7,10,7,6,5,5,6,5,22,8,1,5,30,1,11,5,14,1,20
1743,1744,1986,173,69,9,8,13,9,10,12,3,31,0,13,6,11,3,8,4,11,1,22,10,1,5,45,1,13,1,14,4,20
1744,1745,2002,195,94,7,9,11,11,12,10,1,31,4,8,2,11,2,11,2,11,3,19,10,1,6,30,1,8,2,14,3,10
1745,1746,1973,198,100,1,11,14,8,10,10,4,16,4,11,1,8,2,8,3,11,3,14,12,0,0,0,1,10,1,11,4,15
1746,1747,1990,197,107,0,8,11,9,10,13,4,50,1,8,4,8,4,8,0,13,3,24,10,0,0,0,1,9,5,11,4,20
1747,1748,1999,174,70,7,8,13,11,10,14,3,43,4,11,3,11,6,8,4,8,4,19,12,1,1,30,1,11,5,7,4,5
1748,1749,1989,154,71,9,6,14,7,12,7,4,42,4,6,8,6,7,5,6,7,4,29,9,0,0,0,0,0,1,11,3,10
1749,1750,1995,191,98,4,11,14,7,12,7,5,47,4,5,9,5,5,7,4,5,3,23,8,1,6,30,1,8,2,12,1,5
1750,1751,1988,168,72,16,2,2,2,12,3,4,100,10,1,9,3,6,2,5,2,5,39,5,0,0,0,1,13,4,6,1,10
1751,1752,1991,142,78,11,3,3,2,3,1,5,82,8,2,6,2,9,1,7,3,5,28,4,0,0,0,1,6,2,9,2,20
1752,1753,1989,167,56,16,11,9,6,6,8,2,46,7,5,7,5,8,6,7,5,3,25,8,1,1,30,1,4,2,15,1,10
1753,1754,1988,171,105,5,11,10,10,11,11,4,25,1,8,6,8,4,8,0,13,1,23,12,1,2,45,1,9,1,15,2,15
1754,1755,1976,160,78,5,9,10,8,9,10,4,28,0,13,3,8,6,11,5,11,3,11,12,0,0,0,0,0,3,8,3,5
1755,1756,1984,167,62,17,3,14,1,3,14,4,67,8,2,10,3,11,3,9,3,5,39,6,1,2,75,1,15,5,6,2,20
1756,1757,1979,170,79,7,4,9,12,8,9,2,34,6,7,5,5,6,7,4,7,4,24,8,0,0,0,1,10,4,10,1,5
1757,1758,1991,161,93,9,7,11,11,11,12,1,29,3,8,3,8,7,11,5,11,0,13,12,0,0,0,1,2,3,8,4,20
1758,1759,1977,143,84,0,11,11,12,9,13,3,28,0,13,7,11,3,8,1,8,0,24,12,0,0,0,1,1,5,11,4,20
1759,1760,1970,163,67,10,1,4,2,3,1,6,73,6,3,8,3,12,3,6,1,4,36,5,1,8,90,1,14,5,6,1,5
1760,1761,1984,141,80,15,2,3,1,4,3,6,71,5,2,8,2,10,3,9,3,6,36,6,1,6,60,1,15,2,13,2,20
1761,1762,1977,179,78,17,5,6,7,5,6,2,58,5,5,7,6,9,7,6,5,2,23,9,1,10,45,1,15,1,12,3,5
1762,1763,1981,158,69,14,5,8,7,7,14,3,67,6,6,8,6,7,5,7,7,5,30,7,0,0,0,0,0,3,9,2,10
1763,1764,1985,178,52,5,3,14,12,1,2,3,61,6,1,9,2,11,2,9,3,7,26,5,0,0,0,1,2,2,6,1,5
1764,1765,1986,158,80,7,11,1,1,2,2,5,99,7,2,11,3,11,3,5,3,5,24,6,1,9,45,0,0,5,13,1,20
1765,1766,1985,168,89,5,6,14,6,8,7,4,69,7,5,10,5,9,5,5,6,4,25,9,1,8,90,1,4,4,14,3,15
1766,1767,1976,183,92,4,8,14,9,10,14,2,28,1,8,1,11,4,11,3,8,3,19,12,0,0,0,0,0,3,15,2,20
1767,1768,2001,180,51,4,1,2,2,4,14,5,60,9,3,5,3,10,3,8,3,7,20,5,1,9,75,1,14,2,11,1,15
1768,1769,1975,142,100,8,11,12,10,10,11,4,43,0,13,7,8,2,8,0,13,1,19,10,0,0,0,0,0,4,14,4,20
1769,1770,1999,198,60,7,8,10,8,11,14,4,22,1,8,5,11,4,8,5,11,2,18,12,0,0,0,1,11,2,7,2,15
1770,1771,1975,176,83,0,11,7,5,12,6,5,61,6,5,9,5,6,7,7,5,3,20,8,1,1,75,1,6,3,12,2,20
1771,1772,1995,153,73,3,3,2,12,2,3,7,55,5,3,6,1,8,1,7,1,7,39,6,1,2,90,0,0,1,6,2,15
1772,1773,1975,196,64,0,8,12,12,11,13,4,21,0,13,3,11,4,11,2,11,3,21,10,1,4,45,1,9,3,7,3,20
1773,1774,1983,184,52,1,11,9,6,7,14,5,68,6,5,9,7,5,5,6,7,5,25,7,1,3,75,0,0,4,12,2,5
1774,1775,1976,171,63,9,3,4,1,1,4,7,60,8,2,5,2,9,3,9,1,7,31,4,1,3,30,0,0,4,7,1,20
1775,1776,1992,158,60,15,11,2,12,3,4,6,68,7,1,12,1,11,3,6,2,7,23,5,0,0,0,0,0,4,6,1,15
1776,1777,1976,197,59,3,3,1,4,3,3,4,73,7,1,9,2,9,2,7,1,4,33,5,1,10,75,0,0,2,14,1,5
1777,1778,1992,169,88,0,9,13,12,10,11,4,11,1,8,0,13,4,11,5,8,4,11,12,0,0,0,0,0,4,7,4,15
1778,1779,1974,189,67,9,11,10,11,12,13,2,38,0,13,1,8,3,8,1,11,3,15,12,0,0,0,0,0,5,8,3,20
1779,1780,1969,192,69,20,4,8,5,7,9,2,47,3,7,8,7,8,6,7,5,3,28,9,0,0,0,0,0,2,15,1,20
1780,1781,1972,164,70,5,9,11,10,11,14,2,43,3,11,7,11,7,11,5,8,0,18,12,1,2,30,1,4,1,15,2,5
1781,1782,2001,148,108,0,9,13,9,12,12,2,12,4,11,0,13,6,8,3,8,4,20,12,0,0,0,1,9,1,11,3,10
1782,1783,1980,164,64,9,3,14,3,1,1,4,72,10,3,10,2,12,1,5,1,6,33,5,1,8,90,0,0,5,5,2,10
1783,1784,1980,171,54,13,1,14,4,2,4,6,98,6,3,7,3,11,2,5,3,5,26,4,1,5,75,0,0,3,7,2,10
1784,1785,1998,164,68,4,1,3,4,2,4,3,79,8,3,9,1,12,1,9,3,7,35,5,0,0,0,0,0,1,12,2,10
1785,1786,1976,146,63,5,1,14,3,3,4,3,87,5,1,11,1,12,2,8,1,5,28,6,1,10,75,0,0,5,6,1,10
1786,1787,1986,182,76,14,11,14,3,2,14,4,84,5,1,7,2,6,1,7,3,5,20,6,1,3,90,1,9,5,13,1,15
1787,1788,2000,195,52,19,1,14,1,3,1,3,91,5,1,11,3,11,3,9,1,7,30,5,0,0,0,1,3,2,11,1,20
1788,1789,2001,171,79,20,11,9,7,5,7,5,70,6,6,5,6,5,7,3,5,5,17,7,0,0,0,0,0,5,13,2,10
1789,1790,1995,173,71,13,6,6,7,6,6,3,61,7,7,9,6,9,7,3,7,5,30,9,0,0,0,1,2,5,9,1,20
1790,1791,1984,145,76,14,11,3,3,3,4,4,85,10,3,10,3,9,2,8,1,6,40,4,0,0,0,0,0,4,15,2,10
1791,1792,1990,147,63,8,9,13,10,9,11,4,17,3,11,1,11,4,11,1,11,1,25,12,0,0,0,0,0,4,12,3,15
1792,1793,1989,180,80,20,1,14,4,12,14,7,95,10,1,9,2,10,2,9,1,4,34,4,0,0,0,1,8,3,12,2,10
1793,1794,1986,181,99,0,6,7,5,6,6,2,44,6,5,3,7,5,6,5,7,5,22,8,1,10,90,1,14,2,14,3,5
1794,1795,1999,155,90,2,7,13,11,9,10,1,20,0,13,3,8,7,11,3,11,3,14,10,0,0,0,1,5,3,15,2,5
1795,1796,1980,175,58,10,11,14,2,12,1,6,80,9,2,5,2,10,1,5,3,5,39,5,1,6,60,1,2,5,13,2,20
1796,1797,1988,187,57,16,2,3,1,12,14,4,79,6,3,8,2,6,2,5,3,7,22,4,0,0,0,0,0,5,12,1,15
1797,1798,1985,169,74,2,6,6,6,7,8,3,67,6,7,4,7,4,5,5,7,3,15,7,0,0,0,0,0,2,6,2,15
1798,1799,1971,192,75,14,1,14,2,2,2,7,79,9,1,7,3,10,1,7,3,4,22,4,1,5,90,1,1,4,8,1,10
1799,1800,1980,189,79,13,11,3,4,1,1,6,56,9,2,5,2,10,2,7,2,6,39,6,0,0,0,0,0,2,13,1,5
1800,1801,1985,189,69,8,3,1,1,3,14,3,42,6,2,9,3,8,3,5,2,4,30,4,1,6,90,1,2,2,12,1,5
1801,1802,1994,192,61,16,3,3,1,2,14,4,60,5,2,8,3,9,3,5,1,6,20,5,1,2,30,1,15,4,8,1,20
1802,1803,1981,197,71,3,1,2,2,2,5,4,96,9,2,7,1,8,2,5,3,6,38,5,0,0,0,0,0,1,12,2,20
1803,1804,2002,163,65,6,2,2,1,3,2,7,83,10,3,10,1,12,3,7,1,5,21,4,0,0,0,0,0,2,14,1,10
1804,1805,1977,178,58,9,5,9,5,8,14,3,30,6,5,7,5,10,5,6,5,4,23,9,1,4,75,1,15,4,7,2,15
1805,1806,1985,154,59,3,6,6,7,5,9,4,35,5,7,6,5,9,7,5,7,3,24,8,1,6,30,1,8,5,9,3,5
1806,1807,1994,143,77,9,9,13,10,10,12,3,21,4,11,7,11,5,8,4,11,1,11,10,1,3,60,0,0,4,11,2,20
1807,1808,1992,151,90,5,6,9,6,8,7,4,38,6,5,4,7,8,6,5,5,4,16,9,1,7,45,0,0,1,7,2,15
1808,1809,1983,161,51,14,11,4,12,4,4,6,67,7,3,12,2,7,3,7,2,6,37,4,0,0,0,1,3,4,14,1,15
1809,1810,1982,144,52,10,1,4,4,12,5,5,80,6,1,8,2,12,3,5,2,6,30,4,0,0,0,1,6,3,12,2,20
1810,1811,1993,161,51,12,11,4,1,12,2,5,77,9,2,11,2,7,1,10,3,6,33,6,1,3,30,0,0,2,11,2,10
1811,1812,1993,176,74,0,11,8,5,12,14,5,68,7,7,8,5,8,6,6,6,4,26,7,1,1,60,1,11,1,10,1,15
1812,1813,1983,169,60,9,5,9,6,5,9,2,66,6,5,6,5,4,6,7,7,4,29,9,1,8,90,0,0,3,9,2,5
1813,1814,1987,146,57,13,5,6,5,12,9,2,42,3,7,7,7,10,6,6,5,2,28,7,0,0,0,0,0,3,14,3,10
1814,1815,1970,183,67,20,1,14,3,12,2,4,83,5,2,7,3,10,3,7,3,6,25,5,0,0,0,1,12,2,14,2,5
1815,1816,2001,194,75,18,11,4,3,3,3,5,82,10,2,8,1,9,1,6,2,6,29,4,1,8,60,1,13,4,12,1,15
1816,1817,1978,189,89,9,10,10,11,11,13,4,34,5,11,4,8,5,8,2,11,1,11,12,0,0,0,0,0,1,8,3,5
1817,1818,1987,144,57,2,4,9,6,12,7,5,39,5,6,8,6,10,6,6,7,4,22,7,1,2,60,1,8,2,7,2,10
1818,1819,1998,199,81,12,6,6,12,6,9,2,46,3,7,8,6,6,5,3,6,4,23,8,1,5,90,1,13,4,7,3,20
1819,1820,1984,146,108,7,8,10,9,10,13,3,18,1,11,5,8,2,11,2,8,2,17,10,0,0,0,0,0,4,15,2,20
1820,1821,1978,146,80,13,11,8,12,8,9,5,51,4,7,7,6,9,7,3,7,5,29,8,1,9,60,1,9,4,10,1,15
1821,1822,2000,193,81,1,5,14,7,7,8,5,51,6,7,8,6,5,5,3,7,2,24,8,1,4,45,0,0,4,10,1,20
1822,1823,1972,158,76,2,6,6,7,7,14,4,69,6,6,5,6,8,7,4,5,5,27,7,0,0,0,1,5,5,11,3,5
1823,1824,1992,195,70,15,11,14,1,4,3,3,79,6,3,8,2,12,1,6,2,7,37,6,0,0,0,0,0,5,9,2,10
1824,1825,1976,163,63,18,6,14,7,12,6,5,48,6,5,5,5,6,5,7,7,3,26,8,1,7,90,0,0,3,6,1,5
1825,1826,1976,156,96,3,9,14,12,10,12,2,42,4,8,0,13,4,11,4,8,0,12,10,1,6,75,0,0,1,13,2,20
1826,1827,1979,151,66,17,5,8,7,12,8,5,64,5,7,9,7,6,5,7,7,5,28,7,0,0,0,1,9,1,9,3,5
1827,1828,1994,193,80,10,11,12,10,10,12,4,26,4,11,2,8,7,11,1,8,2,20,12,1,4,90,0,0,5,14,4,20
1828,1829,1991,140,89,4,9,10,12,11,11,3,50,5,11,4,8,5,8,3,8,3,20,12,1,7,45,1,3,5,13,2,20
1829,1830,1975,181,91,6,11,14,8,12,13,3,13,5,11,3,8,4,11,2,8,3,18,12,1,5,75,0,0,1,10,4,5
1830,1831,1990,151,70,1,9,14,12,9,10,3,38,5,11,6,11,2,11,2,8,1,23,12,0,0,0,0,0,5,7,3,20
1831,1832,1991,181,59,18,1,3,1,1,5,5,70,10,2,7,2,6,2,6,3,4,34,5,1,10,60,0,0,2,11,2,10
1832,1833,1971,163,99,5,8,14,10,9,14,1,27,0,13,2,11,3,8,5,8,0,23,12,1,7,90,1,6,1,5,2,20
1833,1834,1970,198,73,10,3,14,1,2,14,6,63,10,3,5,1,12,3,8,2,4,21,5,0,0,0,0,0,2,14,2,10
1834,1835,1980,184,64,10,11,6,5,7,6,4,45,7,7,5,6,5,6,4,5,2,15,9,1,5,90,1,2,4,14,1,15
1835,1836,2001,178,80,7,11,12,11,9,11,3,20,2,11,3,11,7,8,1,11,0,12,12,1,7,45,0,0,4,11,4,15
1836,1837,1983,166,75,12,2,4,2,12,4,3,41,9,1,10,1,12,2,6,2,5,27,5,1,6,90,0,0,4,6,1,10
1837,1838,1974,140,70,9,11,12,9,11,11,4,18,2,11,7,11,2,11,0,13,3,12,12,0,0,0,1,1,2,5,4,5
1838,1839,1977,199,90,8,10,13,10,10,13,1,41,5,11,5,11,3,8,5,11,0,15,12,0,0,0,1,2,4,14,4,15
1839,1840,1988,141,68,6,7,14,12,11,11,2,50,5,8,0,13,5,11,3,11,2,16,12,1,3,75,0,0,5,14,3,15
1840,1841,1994,164,72,10,11,4,1,12,14,4,67,5,2,6,3,11,2,5,1,5,31,5,0,0,0,0,0,3,8,2,20
1841,1842,1969,152,90,5,4,7,12,7,9,2,64,7,7,6,5,5,7,5,6,3,27,9,1,7,75,1,11,3,6,2,5
1842,1843,1993,200,81,7,11,14,6,12,6,2,52,6,5,8,5,6,7,5,7,4,15,7,1,3,60,0,0,2,12,3,20
1843,1844,1984,187,91,13,11,7,5,12,8,2,31,3,6,9,7,8,7,5,7,5,20,7,1,9,75,1,3,2,11,1,20
1844,1845,1996,148,75,1,5,14,7,5,7,2,32,3,7,7,7,9,7,6,5,5,30,9,1,4,30,0,0,2,14,3,15
1845,1846,1979,160,52,15,1,1,1,3,4,7,70,7,3,11,1,6,2,10,2,6,23,4,1,7,30,1,9,4,9,2,20
1846,1847,1996,164,67,4,10,11,10,9,14,2,23,0,13,2,11,3,8,4,11,0,21,12,0,0,0,0,0,3,5,3,10
1847,1848,1995,172,75,8,11,3,4,4,4,6,64,7,1,5,1,12,1,6,3,7,28,4,1,4,45,0,0,4,9,2,15
1848,1849,1978,143,54,19,5,9,6,7,14,3,51,4,6,3,7,5,6,4,7,4,21,9,0,0,0,0,0,3,12,2,20
1849,1850,1974,174,86,1,10,13,8,9,11,2,20,0,13,2,8,7,11,4,11,3,15,10,0,0,0,1,5,2,12,4,5
1850,1851,1997,140,61,17,5,6,6,8,7,4,67,4,5,7,7,6,7,4,6,5,30,9,1,10,60,0,0,2,14,3,5
1851,1852,1999,185,93,12,5,14,5,6,8,4,61,5,5,8,7,10,5,3,6,2,30,8,1,1,45,0,0,3,13,3,20
1852,1853,1982,187,64,9,6,6,5,5,6,2,61,3,7,6,7,9,7,7,5,2,30,9,0,0,0,0,0,1,7,3,5
1853,1854,2000,175,64,7,4,14,12,12,8,5,54,6,6,10,5,5,7,3,5,4,18,9,0,0,0,0,0,3,5,3,10
1854,1855,1991,173,80,14,11,4,3,4,4,6,59,6,1,7,1,12,3,10,1,5,27,4,0,0,0,0,0,4,8,2,5
1855,1856,1984,175,51,12,2,14,2,12,2,3,48,6,2,9,2,6,1,9,2,4,21,5,0,0,0,1,5,5,9,1,20
1856,1857,1972,157,73,5,10,14,11,10,11,4,20,3,8,2,8,5,11,1,11,4,15,12,0,0,0,1,1,1,5,2,10
1857,1858,1984,195,72,9,10,13,9,12,10,2,37,3,11,1,8,2,8,3,8,1,17,12,1,5,30,0,0,1,15,2,15
1858,1859,1995,143,88,18,6,7,5,5,7,2,56,7,5,9,6,5,6,5,7,3,23,9,1,2,45,0,0,4,5,2,15
1859,1860,1972,174,65,4,11,13,11,9,11,1,46,2,8,3,11,7,8,3,8,2,20,12,0,0,0,1,2,4,14,4,20
1860,1861,1970,150,80,5,10,11,9,10,10,3,24,2,8,7,8,3,11,0,13,1,11,12,0,0,0,1,11,4,13,4,15
1861,1862,1999,166,59,5,1,3,3,12,14,3,85,9,3,8,1,6,2,7,1,7,36,5,1,9,90,0,0,2,7,1,15
1862,1863,1982,184,73,12,1,3,12,1,4,6,86,6,2,5,1,7,3,9,1,4,22,4,0,0,0,1,4,5,8,2,20
1863,1864,1968,170,65,5,9,14,12,9,12,4,33,3,11,7,11,4,11,1,8,3,12,10,0,0,0,0,0,2,11,3,5
1864,1865,1974,148,70,4,9,10,10,10,11,4,33,2,8,6,11,5,11,1,11,3,18,10,0,0,0,0,0,4,7,4,5
1865,1866,2001,158,60,14,11,3,4,4,1,5,60,5,1,6,1,12,1,8,3,5,31,5,0,0,0,1,8,3,8,2,5
1866,1867,1969,188,67,6,11,9,7,6,6,3,55,4,5,5,7,6,7,4,7,3,15,7,0,0,0,1,7,4,12,3,15
1867,1868,1976,184,57,20,1,1,2,4,4,5,98,7,3,5,3,8,1,8,1,5,35,5,0,0,0,0,0,5,10,2,10
1868,1869,1987,165,99,10,11,14,9,9,11,4,48,1,11,2,8,5,8,3,8,0,13,10,1,5,75,1,7,5,11,3,10
