"Sygnatura czasowa","Proszę podać rok urodzenia","Proszę podać swój wzrost (w centymetrach)","Proszę podać swoją wagę (w kilogramach)","Od ilu lat regularnie biegasz?","W jakim zakresie jest Twój najlepszy czas na 1km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 5km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 10km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 21,0975km - Półmaraton? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 42,195km - Maraton? (HH:MM:SS)","Ile treningów biegowych wykonujesz średnio w ciągu tygodnia?","Ile kilometrów pokonujesz średnio podczas treningów biegowych w ciągu tygodnia?","Ile razy w ciągu miesiąca wykonujesz trening szybkości?","W jakim zakresie tempa wykonujesz trening szybkości? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening progowy?","W jakim zakresie tempa wykonujesz trening progowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening interwałowy?","W jakim zakresie tempa wykonujesz trening interwałowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz podbiegi?","W jakim zakresie tempa wykonujesz podbiegi? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz wybieganie?","Jaka jest średnia ilość kilometrów wykonywana podczas jednego wybiegania?","W jakim zakresie tempa wykonujesz wybieganie? (w minutach na kilometr)","Czy wykonujesz treningi inne niż biegowe?","Jakie typy treningów, poza biegowymi, wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe treningi? (sumarycznie)","Ile minut średnio trwa pojedynczy trening?","Czy wykonujesz aktywności związane z odnową biologiczną?","Jakie aktywności związane z odnową biologiczną wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe aktywności? (sumarycznie)","Ile razy w ciągu roku stosujesz roztrenowanie?","Jaki jest Twój średni czas trwania roztrenowania? (w dniach)","Czy stosujesz rozgrzewkę przed treningiem biegowym?","Jaki jest średni czas trwania rozgrzewki? (w minutach)"
"2022/01/26 10:08:59 AM CET","1993","147","66","3","od 00:07:01 i powyżej","od 00:31:01 do 00:33:00","od 01:05:01 do 01:10:00","od 02:20:01 do 02:30:00","od 04:40:01 do 04:55:00","2","47","1","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","2","10","od 00:06:31 do 00:07:00","Nie","","","","Tak","Masaż","14","5","14","Nigdy","20"
"2022/01/26 10:09:02 AM CET","1999","176","76","6","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:40:01 do 00:45:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","5","87","6","od 00:03:01 do 00:03:30","10","od 00:03:01 do 00:03:30","10","od 00:02:00 do 00:02:30","8","od 00:03:01 do 00:03:30","7","26","od 00:04:01 do 00:04:30","Nie","","","","Nie","","","4","14","Regularnie","15"
"2022/01/26 10:09:05 AM CET","1991","160","63","2","od 00:05:31 do 00:06:00","od 00:37:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:30:01 do 02:40:00","od 05:10:01 i powyżej","1","27","1","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","6","od 00:06:01 i powyżej","3","od 00:05:31 do 00:06:00","4","21","od 00:06:31 do 00:07:00","Tak","Crossfit/HIIT;Rower;Sztuki walki","8","75","Nie","","","1","13","Regularnie","5"
"2022/01/26 10:09:08 AM CET","1984","172","68","7","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:35:01 do 00:37:00","od 01:05:01 do 01:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","1","37","3","od 00:05:31 do 00:06:00","4","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","1","od 00:05:31 do 00:06:00","2","23","od 00:07:01 i powyżej","Tak","Crossfit/HIIT;Sztuki walki;Rower","7","60","Nie","","","2","5","Czasem","20"
"2022/01/26 10:09:11 AM CET","1993","157","55","6","od 00:03:01 do 00:03:30","od 00:13:00 do 00:15:00","od 00:35:01 do 00:40:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:40:01 do 02:55:00","5","98","9","od 00:03:01 do 00:03:30","12","od 00:02:00 do 00:02:30","9","od 00:02:00 do 00:02:30","7","od 00:02:00 do 00:02:30","7","35","od 00:04:01 do 00:04:30","Nie","","","","Nie","","","1","13","Regularnie","15"
"2022/01/26 10:09:15 AM CET","1969","197","66","5","od 00:04:01 do 00:04:30","od 00:25:01 do 00:27:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:40:01 do 01:50:00","od 04:10:01 do 04:25:00","2","41","5","od 00:04:01 do 00:04:30","7","od 00:04:01 do 00:04:30","5","od 00:05:01 do 00:05:30","3","od 00:04:01 do 00:04:30","4","17","od 00:05:01 do 00:05:30","Tak","Sztuki walki;Crossfit/HIIT;Taniec/Zumba/Pole Dance","7","60","Tak","Masaż;Rolowanie;Sauna","11","3","6","Regularnie","10"
"2022/01/26 10:09:18 AM CET","1988","152","70","13","od 00:04:01 do 00:04:30","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:40:01 do 01:50:00","Nigdy nie biegłam/nie biegłem takiego dystansu","5","59","5","od 00:04:01 do 00:04:30","6","od 00:04:01 do 00:04:30","7","od 00:05:01 do 00:05:30","4","od 00:04:31 do 00:05:00","4","28","od 00:05:31 do 00:06:00","Tak","Crossfit/HIIT;Taniec/Zumba/Pole Dance;Pływanie","10","60","Tak","Rozciąganie/Joga","10","2","5","Czasem","15"
"2022/01/26 10:09:21 AM CET","1982","193","73","13","od 00:03:31 do 00:04:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:30:01 do 01:40:00","od 02:10:00 do 02:25:00","5","73","10","od 00:02:31 do 00:03:00","6","od 00:02:31 do 00:03:00","8","od 00:02:00 do 00:02:30","9","od 00:02:00 do 00:02:30","7","36","od 00:03:31 do 00:04:00","Tak","Rower","10","30","Nie","","","2","15","Zawsze","5"
"2022/01/26 10:09:24 AM CET","1999","160","52","5","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:15:01 do 00:17:00","od 00:40:01 do 00:45:00","od 01:20:01 do 01:30:00","od 03:10:01 do 03:25:00","5","57","5","od 00:02:31 do 00:03:00","11","od 00:02:00 do 00:02:30","6","od 00:02:31 do 00:03:00","5","od 00:02:31 do 00:03:00","4","37","od 00:03:31 do 00:04:00","Nie","","","","Tak","Rolowanie","1","4","14","Regularnie","5"
"2022/01/26 10:09:27 AM CET","1969","188","77","10","od 00:04:31 do 00:05:00","od 00:23:01 do 00:25:00","od 01:00:01 do 01:05:00","od 02:10:01 do 02:20:00","od 03:40:01 do 03:55:00","2","35","5","od 00:04:01 do 00:04:30","4","od 00:04:31 do 00:05:00","5","od 00:05:01 do 00:05:30","4","od 00:04:01 do 00:04:30","4","15","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","4","12","Zawsze","10"
"2022/01/26 10:09:31 AM CET","1982","191","52","16","od 00:02:30 do 00:03:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:40:01 do 00:45:00","od 01:30:01 do 01:40:00","od 02:10:00 do 02:25:00","5","44","6","od 00:02:00 do 00:02:30","9","od 00:03:01 do 00:03:30","8","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","6","21","od 00:04:01 do 00:04:30","Nie","","","","Nie","","","3","11","Zawsze","15"
"2022/01/26 10:09:34 AM CET","2000","149","74","3","od 00:02:30 do 00:03:00","od 00:13:00 do 00:15:00","od 00:45:01 do 00:50:00","od 01:20:01 do 01:30:00","od 02:55:01 do 03:10:00","6","92","7","od 00:02:31 do 00:03:00","7","od 00:02:00 do 00:02:30","7","od 00:03:01 do 00:03:30","9","od 00:02:00 do 00:02:30","5","24","od 00:04:01 do 00:04:30","Nie","","","","Nie","","","2","6","Regularnie","5"
"2022/01/26 10:09:37 AM CET","1977","183","97","7","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:35:01 do 00:37:00","od 01:20:01 i powyżej","od 02:20:01 do 02:30:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","22","3","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","2","15","od 00:07:01 i powyżej","Nie","","","","Nie","","","5","11","Regularnie","15"
"2022/01/26 10:09:41 AM CET","1970","170","56","11","od 00:05:01 do 00:05:30","od 00:25:01 do 00:27:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:10:01 do 02:20:00","od 03:40:01 do 03:55:00","4","68","4","od 00:04:31 do 00:05:00","8","od 00:04:01 do 00:04:30","7","od 00:04:01 do 00:04:30","4","od 00:04:01 do 00:04:30","4","28","od 00:05:31 do 00:06:00","Tak","Trening siłowy","4","30","Tak","Sauna;Rolowanie","4","1","7","Regularnie","10"
"2022/01/26 10:09:44 AM CET","1971","167","87","4","od 00:04:31 do 00:05:00","od 00:23:01 do 00:25:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:00:01 do 02:10:00","od 03:40:01 do 03:55:00","4","51","7","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","8","od 00:04:31 do 00:05:00","6","od 00:04:01 do 00:04:30","4","17","od 00:06:01 do 00:06:30","Tak","Rower","2","45","Nie","","","2","15","Czasem","10"
"2022/01/26 10:09:48 AM CET","1999","192","104","7","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:31:01 do 00:33:00","od 01:15:01 do 01:20:00","od 02:30:01 do 02:40:00","od 04:55:01 do 05:10:00","1","48","0","Nie wykonuję takich treningów","0","Nie wykonuję takich treningów","7","od 00:05:31 do 00:06:00","1","od 00:05:31 do 00:06:00","0","14","od 00:07:01 i powyżej","Tak","Pilates;Pływanie;Taniec/Zumba/Pole Dance","1","75","Tak","Rozciąganie/Joga;Masaż","2","1","10","Czasem","10"
"2022/01/26 10:09:51 AM CET","1985","163","67","10","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:30:01 do 02:40:00","od 04:55:01 do 05:10:00","2","37","5","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","2","od 00:06:01 i powyżej","0","Nie wykonuję takich treningów","2","14","od 00:06:31 do 00:07:00","Tak","Sztuki walki;Rower;Taniec/Zumba/Pole Dance","1","75","Nie","","","5","11","Regularnie","5"
"2022/01/26 10:09:54 AM CET","1980","192","62","5","od 00:04:01 do 00:04:30","od 00:29:01 do 00:31:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:00:01 do 02:10:00","od 04:10:01 do 04:25:00","4","52","5","od 00:04:31 do 00:05:00","4","od 00:04:01 do 00:04:30","6","od 00:05:01 do 00:05:30","4","od 00:04:31 do 00:05:00","4","26","od 00:06:01 do 00:06:30","Nie","","","","Tak","Rozciąganie/Joga;Masaż","12","5","7","Zawsze","15"
"2022/01/26 10:09:57 AM CET","1989","198","107","1","od 00:05:31 do 00:06:00","od 00:33:01 do 00:35:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:20:01 do 02:30:00","od 04:25:01 do 04:40:00","2","35","3","od 00:05:31 do 00:06:00","6","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","3","16","od 00:06:31 do 00:07:00","Tak","Pływanie","10","30","Tak","Masaż","12","3","15","Czasem","15"
"2022/01/26 10:10:01 AM CET","1968","166","64","20","od 00:05:01 do 00:05:30","od 00:27:01 do 00:29:00","od 00:55:01 do 01:00:00","od 01:40:01 do 01:50:00","od 04:10:01 do 04:25:00","5","37","3","od 00:04:01 do 00:04:30","4","od 00:04:31 do 00:05:00","8","od 00:04:01 do 00:04:30","7","od 00:04:31 do 00:05:00","4","15","od 00:05:01 do 00:05:30","Nie","","","","Tak","Rozciąganie/Joga","15","3","13","Regularnie","10"
"2022/01/26 10:10:04 AM CET","1978","142","92","18","od 00:04:01 do 00:04:30","od 00:25:01 do 00:27:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","35","3","od 00:04:01 do 00:04:30","10","od 00:04:01 do 00:04:30","6","od 00:04:31 do 00:05:00","5","od 00:05:01 do 00:05:30","3","27","od 00:05:31 do 00:06:00","Tak","Taniec/Zumba/Pole Dance;Sztuki walki;Trening siłowy","1","60","Tak","Rolowanie","12","4","7","Zawsze","15"
"2022/01/26 10:10:07 AM CET","1990","141","55","9","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:19:01 do 00:21:00","od 00:45:01 do 00:50:00","od 01:20:01 do 01:30:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","88","8","od 00:02:00 do 00:02:30","11","od 00:02:31 do 00:03:00","6","od 00:02:00 do 00:02:30","9","od 00:03:01 do 00:03:30","6","33","od 00:03:31 do 00:04:00","Nie","","","","Nie","","","4","12","Zawsze","5"
"2022/01/26 10:10:10 AM CET","1975","168","59","9","od 00:04:31 do 00:05:00","od 00:23:01 do 00:25:00","od 00:50:01 do 00:55:00","od 01:40:01 do 01:50:00","od 03:40:01 do 03:55:00","3","57","3","od 00:04:31 do 00:05:00","3","od 00:05:01 do 00:05:30","6","od 00:04:31 do 00:05:00","3","od 00:05:01 do 00:05:30","5","29","od 00:06:01 do 00:06:30","Tak","Taniec/Zumba/Pole Dance;Pilates;Rower","10","30","Tak","Rozciąganie/Joga","6","5","6","Regularnie","20"
"2022/01/26 10:10:13 AM CET","1986","197","100","10","od 00:04:31 do 00:05:00","od 00:23:01 do 00:25:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:00:01 do 02:10:00","od 03:40:01 do 03:55:00","3","50","3","od 00:05:01 do 00:05:30","3","od 00:04:01 do 00:04:30","9","od 00:04:01 do 00:04:30","7","od 00:04:01 do 00:04:30","4","19","od 00:05:01 do 00:05:30","Tak","Trening siłowy;Pilates","8","45","Tak","Sauna","9","1","10","Czasem","20"
"2022/01/26 10:10:16 AM CET","1975","146","109","1","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:33:01 do 00:35:00","od 01:15:01 do 01:20:00","od 02:30:01 do 02:40:00","od 05:10:01 i powyżej","4","14","2","od 00:05:31 do 00:06:00","3","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","2","od 00:05:31 do 00:06:00","0","16","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","1","12","Regularnie","20"
"2022/01/26 10:10:19 AM CET","1978","199","71","5","od 00:03:31 do 00:04:00","od 00:15:01 do 00:17:00","od 00:30:00 do 00:35:00","od 01:10:01 do 01:20:00","od 02:55:01 do 03:10:00","4","91","6","od 00:03:01 do 00:03:30","11","od 00:03:01 do 00:03:30","8","od 00:02:31 do 00:03:00","9","od 00:02:00 do 00:02:30","4","32","od 00:04:01 do 00:04:30","Tak","Crossfit/HIIT","9","60","Tak","Rolowanie;Rozciąganie/Joga;Sauna","14","4","5","Zawsze","20"
"2022/01/26 10:10:23 AM CET","1999","165","83","12","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 01:00:01 do 01:05:00","od 01:50:01 do 02:00:00","od 03:40:01 do 03:55:00","2","44","4","od 00:04:31 do 00:05:00","8","od 00:04:31 do 00:05:00","10","od 00:05:01 do 00:05:30","6","od 00:04:31 do 00:05:00","5","25","od 00:05:31 do 00:06:00","Tak","Pilates;Rower","5","75","Tak","Rolowanie;Sauna","7","3","8","Czasem","15"
"2022/01/26 10:10:26 AM CET","1983","159","60","20","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:00:01 do 01:05:00","od 02:10:01 do 02:20:00","od 04:10:01 do 04:25:00","2","70","4","od 00:05:01 do 00:05:30","10","od 00:05:01 do 00:05:30","7","od 00:04:31 do 00:05:00","4","od 00:04:31 do 00:05:00","5","26","od 00:06:01 do 00:06:30","Nie","","","","Tak","Rolowanie;Masaż","11","5","11","Zawsze","15"
"2022/01/26 10:10:29 AM CET","2000","193","85","4","od 00:07:01 i powyżej","od 00:35:01 do 00:37:00","od 01:20:01 i powyżej","od 02:30:01 do 02:40:00","od 04:25:01 do 04:40:00","1","33","3","od 00:05:31 do 00:06:00","4","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","1","od 00:05:31 do 00:06:00","2","25","od 00:07:01 i powyżej","Nie","","","","Nie","","","5","9","Nigdy","20"
"2022/01/26 10:10:32 AM CET","1986","159","84","6","od 00:05:31 do 00:06:00","od 00:37:01 i powyżej","od 01:15:01 do 01:20:00","od 02:20:01 do 02:30:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","29","5","od 00:06:01 i powyżej","6","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","1","15","od 00:07:01 i powyżej","Nie","","","","Nie","","","4","9","Czasem","5"
"2022/01/26 11:38:13 AM CET","1984","166","65","1","od 00:05:31 do 00:06:00","od 00:31:01 do 00:33:00","od 01:15:01 do 01:20:00","od 02:40:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","1","29","3","od 00:06:01 i powyżej","7","od 00:06:01 i powyżej","6","od 00:06:01 i powyżej","5","od 00:06:01 i powyżej","0","20","od 00:06:31 do 00:07:00","Tak","Sztuki walki;Trening siłowy","9","45","Tak","Sauna;Rolowanie","6","1","5","Nigdy","10"
"2022/01/26 11:38:15 AM CET","1997","161","54","20","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:27:01 do 00:29:00","od 01:00:01 do 01:05:00","od 01:40:01 do 01:50:00","od 04:10:01 do 04:25:00","2","47","4","od 00:05:01 do 00:05:30","7","od 00:05:01 do 00:05:30","7","od 00:05:01 do 00:05:30","4","od 00:04:31 do 00:05:00","2","26","od 00:05:01 do 00:05:30","Tak","Crossfit/HIIT","2","60","Tak","Masaż","6","5","6","Zawsze","10"
"2022/01/26 11:38:17 AM CET","1985","148","56","5","od 00:03:01 do 00:03:30","od 00:19:01 do 00:21:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:20:01 do 01:30:00","od 02:55:01 do 03:10:00","3","53","10","od 00:02:00 do 00:02:30","11","od 00:03:01 do 00:03:30","11","od 00:02:31 do 00:03:00","5","od 00:03:01 do 00:03:30","7","33","od 00:04:01 do 00:04:30","Nie","","","","Nie","","","3","5","Regularnie","20"
"2022/01/26 11:38:20 AM CET","2000","165","66","7","od 00:04:01 do 00:04:30","od 00:25:01 do 00:27:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:50:01 do 02:00:00","od 03:40:01 do 03:55:00","5","66","5","od 00:04:31 do 00:05:00","8","od 00:05:01 do 00:05:30","4","od 00:04:01 do 00:04:30","4","od 00:05:01 do 00:05:30","4","30","od 00:05:31 do 00:06:00","Nie","","","","Tak","Rozciąganie/Joga;Sauna","7","2","9","Czasem","10"
"2022/01/26 11:38:22 AM CET","1976","168","75","19","od 00:04:31 do 00:05:00","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","od 02:10:01 do 02:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","3","40","5","od 00:04:01 do 00:04:30","6","od 00:04:01 do 00:04:30","7","od 00:04:31 do 00:05:00","4","od 00:04:31 do 00:05:00","3","17","od 00:05:01 do 00:05:30","Tak","Crossfit/HIIT;Pilates","4","90","Tak","Rozciąganie/Joga","6","2","15","Zawsze","5"
"2022/01/26 11:38:25 AM CET","1999","170","95","2","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 00:55:01 do 01:00:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","4","33","5","od 00:05:01 do 00:05:30","6","od 00:04:01 do 00:04:30","6","od 00:05:01 do 00:05:30","6","od 00:04:01 do 00:04:30","5","21","od 00:06:01 do 00:06:30","Tak","Trening siłowy;Pilates","9","90","Nie","","","3","15","Czasem","10"
"2022/01/26 11:38:27 AM CET","1986","168","95","20","od 00:05:01 do 00:05:30","od 00:23:01 do 00:25:00","od 00:50:01 do 00:55:00","od 01:50:01 do 02:00:00","od 03:55:01 do 04:10:00","3","43","6","od 00:04:01 do 00:04:30","8","od 00:04:31 do 00:05:00","7","od 00:04:31 do 00:05:00","4","od 00:04:01 do 00:04:30","5","27","od 00:05:31 do 00:06:00","Tak","Pilates;Taniec/Zumba/Pole Dance","4","30","Nie","","","4","12","Czasem","5"
"2022/01/26 11:38:29 AM CET","1985","140","76","5","od 00:03:31 do 00:04:00","od 00:19:01 do 00:21:00","od 00:30:00 do 00:35:00","od 01:10:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","7","94","6","od 00:02:31 do 00:03:00","8","od 00:02:31 do 00:03:00","6","od 00:03:01 do 00:03:30","7","od 00:02:31 do 00:03:00","7","39","od 00:04:01 do 00:04:30","Nie","","","","Tak","Masaż;Rolowanie","6","5","6","Regularnie","15"
"2022/01/26 11:38:32 AM CET","1992","145","75","10","od 00:05:01 do 00:05:30","od 00:23:01 do 00:25:00","od 01:00:01 do 01:05:00","od 02:10:01 do 02:20:00","od 03:25:01 do 03:40:00","3","54","4","od 00:05:01 do 00:05:30","9","od 00:04:31 do 00:05:00","7","od 00:04:01 do 00:04:30","6","od 00:04:01 do 00:04:30","2","29","od 00:05:31 do 00:06:00","Tak","Pływanie","4","90","Nie","","","3","6","Zawsze","15"
"2022/01/26 11:38:34 AM CET","1992","143","64","8","od 00:07:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:10:01 do 01:15:00","od 02:20:01 do 02:30:00","od 04:25:01 do 04:40:00","4","43","5","od 00:06:01 i powyżej","7","od 00:05:31 do 00:06:00","6","od 00:05:31 do 00:06:00","3","od 00:06:01 i powyżej","4","15","od 00:07:01 i powyżej","Tak","Pilates;Trening siłowy","10","45","Nie","","","5","10","Czasem","10"
"2022/01/26 11:38:36 AM CET","1997","182","73","4","od 00:07:01 i powyżej","od 00:31:01 do 00:33:00","od 01:05:01 do 01:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:55:01 do 05:10:00","2","12","1","od 00:05:31 do 00:06:00","4","od 00:05:31 do 00:06:00","3","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","3","11","od 00:06:31 do 00:07:00","Tak","Pilates","1","45","Tak","Sauna;Rozciąganie/Joga","4","1","8","Regularnie","20"
"2022/01/26 11:38:38 AM CET","2001","159","84","10","od 00:06:31 do 00:07:00","od 00:37:01 i powyżej","od 01:15:01 do 01:20:00","od 02:30:01 do 02:40:00","od 04:55:01 do 05:10:00","3","24","2","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","2","od 00:05:31 do 00:06:00","2","24","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","4","5","Nigdy","10"
"2022/01/26 11:38:41 AM CET","1976","190","61","3","od 00:03:31 do 00:04:00","od 00:19:01 do 00:21:00","od 00:35:01 do 00:40:00","od 01:20:01 do 01:30:00","od 02:25:01 do 02:40:00","6","59","6","od 00:02:31 do 00:03:00","11","od 00:03:01 do 00:03:30","12","od 00:02:00 do 00:02:30","9","od 00:03:01 do 00:03:30","5","37","od 00:03:31 do 00:04:00","Nie","","","","Tak","Rolowanie;Masaż;Sauna","15","3","13","Regularnie","15"
"2022/01/26 11:38:43 AM CET","1986","184","60","19","od 00:03:01 do 00:03:30","od 00:15:01 do 00:17:00","od 00:40:01 do 00:45:00","od 01:00:00 do 01:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","7","82","6","od 00:03:01 do 00:03:30","8","od 00:02:00 do 00:02:30","9","od 00:03:01 do 00:03:30","10","od 00:03:01 do 00:03:30","4","34","od 00:04:01 do 00:04:30","Tak","Rower","4","60","Nie","","","2","10","Regularnie","5"
"2022/01/26 11:38:46 AM CET","1982","140","69","13","od 00:04:01 do 00:04:30","od 00:25:01 do 00:27:00","od 01:00:01 do 01:05:00","od 02:10:01 do 02:20:00","od 03:25:01 do 03:40:00","4","65","4","od 00:04:01 do 00:04:30","3","od 00:05:01 do 00:05:30","4","od 00:04:31 do 00:05:00","7","od 00:05:01 do 00:05:30","2","29","od 00:06:01 do 00:06:30","Tak","Trening siłowy;Pilates","3","45","Nie","","","2","12","Zawsze","5"
"2022/01/26 11:38:48 AM CET","1990","161","76","6","od 00:02:30 do 00:03:00","od 00:19:01 do 00:21:00","od 00:35:01 do 00:40:00","od 01:10:01 do 01:20:00","od 02:55:01 do 03:10:00","7","53","7","od 00:02:31 do 00:03:00","6","od 00:02:31 do 00:03:00","11","od 00:02:31 do 00:03:00","10","od 00:02:31 do 00:03:00","6","27","od 00:04:31 do 00:05:00","Tak","Rower","4","60","Tak","Masaż;Rozciąganie/Joga","9","5","14","Regularnie","10"
"2022/01/26 11:38:50 AM CET","1969","159","56","8","od 00:02:30 do 00:03:00","od 00:19:01 do 00:21:00","od 00:30:00 do 00:35:00","od 01:20:01 do 01:30:00","od 02:10:00 do 02:25:00","6","72","7","od 00:02:00 do 00:02:30","9","od 00:02:31 do 00:03:00","7","od 00:03:01 do 00:03:30","10","od 00:03:01 do 00:03:30","6","38","od 00:04:31 do 00:05:00","Nie","","","","Tak","Rolowanie;Sauna;Rozciąganie/Joga","15","2","14","Regularnie","5"
"2022/01/26 11:38:52 AM CET","1998","191","71","3","od 00:05:01 do 00:05:30","od 00:29:01 do 00:31:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","od 03:55:01 do 04:10:00","2","66","7","od 00:04:01 do 00:04:30","3","od 00:04:01 do 00:04:30","10","od 00:04:31 do 00:05:00","4","od 00:05:01 do 00:05:30","5","27","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","4","15","Regularnie","15"
"2022/01/26 11:38:54 AM CET","1981","148","92","6","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:29:01 do 00:31:00","od 00:50:01 do 00:55:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:10:01 do 04:25:00","3","68","5","od 00:05:01 do 00:05:30","6","od 00:04:31 do 00:05:00","6","od 00:04:01 do 00:04:30","4","od 00:04:01 do 00:04:30","4","21","od 00:05:31 do 00:06:00","Nie","","","","Tak","Sauna;Rozciąganie/Joga;Rolowanie","15","1","8","Czasem","10"
"2022/01/26 11:38:57 AM CET","1986","159","92","15","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:27:01 do 00:29:00","od 00:50:01 do 00:55:00","od 01:40:01 do 01:50:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","37","7","od 00:04:31 do 00:05:00","6","od 00:05:01 do 00:05:30","5","od 00:04:01 do 00:04:30","4","od 00:04:01 do 00:04:30","3","27","od 00:05:31 do 00:06:00","Tak","Pływanie;Pilates;Trening siłowy","6","90","Nie","","","4","12","Regularnie","15"
"2022/01/26 11:38:59 AM CET","1987","153","71","7","od 00:04:31 do 00:05:00","od 00:27:01 do 00:29:00","od 01:00:01 do 01:05:00","od 01:40:01 do 01:50:00","od 03:40:01 do 03:55:00","5","55","6","od 00:05:01 do 00:05:30","8","od 00:04:31 do 00:05:00","8","od 00:05:01 do 00:05:30","3","od 00:04:31 do 00:05:00","4","19","od 00:05:01 do 00:05:30","Nie","","","","Tak","Rozciąganie/Joga;Rolowanie;Sauna","7","1","13","Zawsze","10"
